# 青简基础词库，由 qingjian-dict-convert lexicon 生成。词	音节	词频
# 来源：通用规范汉字表（8105 字）；现代汉语常用词表（liuxilu 校对版）；THUOCL 领域词（MIT，清华大学自然语言处理实验室）；
# 读音：Unihan（Unicode License）+ LLM 标注多音字词；词频：青简自己的语料统计（中文维基 CC BY-SA 4.0、LCCC MIT）。
侈靡	chi mi	1
侉	kua	64
例	li	8908
例为	li wei	1700
例举	li ju	18
例会	li hui	171
例假	li jia	16
例句	li ju	45
例外	li wai	2033
例如	li ru	21297
例子	li zi	4598
例新	li xin	115
例新冠	li xin guan	354
例由	li you	291
例行	li xing	1241
例行公事	li xing gong shi	42
例证	li zheng	111
例题	li ti	53
侍	shi	1862
侍下	shi xia	1091
侍中	shi zhong	1267
侍从	shi cong	535
侍候	shi hou	69
侍卫	shi wei	1147
侍奉	shi feng	472
侍女	shi nv	245
侍寝	shi qin	323
侍应	shi ying	107
侍弄	shi nong	4
侍立	shi li	12
侍者	shi zhe	121
侍讲	shi jiang	150
侍读	shi du	464
侍郎	shi lang	1046
侏	zhu	105
侏儒	zhu ru	139
侏罗	zhu luo	115
侏罗纪	zhu luo ji	475
侑	you	395
侔	mou	16
侗	dong	240
侗	tong	12
侗族	dong zu	216
侘	cha	32
供	gong	7191
供不应求	gong bu ying qiu	105
供体	gong ti	93
供养	gong yang	652
供品	gong pin	139
供奉	gong feng	2375
供应	gong ying	4571
供应点	gong ying dian	5
供应站	gong ying zhan	31
供弹	gong dan	665
供暖	gong nuan	1890
供果	gong guo	7
供案	gong an	3
供桌	gong zhuo	63
供水	gong shui	595
供求	gong qiu	19
供热	gong re	137
供状	gong zhuang	3
供电	gong dian	1502
供电局	gong dian ju	69
供称	gong cheng	94
供稿	gong gao	61
供给	gong ji	983
供给制	gong ji zhi	10
供职	gong zhi	437
供认	gong ren	57
供认不讳	gong ren bu hui	26
供词	gong ci	140
供货	gong huo	200
供过于求	gong guo yu qiu	12
供销	gong xiao	175
供销社	gong xiao she	69
供需	gong xu	105
依	yi	12243
依从	yi cong	62
依仗	yi zhang	43
依依	yi yi	342
依依不舍	yi yi bu she	124
依依惜别	yi yi xi bie	10
依偎	yi wei	141
依傍	yi bang	12
依凭	yi ping	17
依存	yi cun	94
依山傍水	yi shan bang shui	38
依序	yi xu	474
依恋	yi lian	345
依托	yi tuo	405
依据	yi ju	4438
依斯	yi si	455
依旧	yi jiu	8858
依次	yi ci	1384
依此类推	yi ci lei tui	58
依法	yi fa	1806
依法治国	yi fa zhi guo	55
依然	yi ran	13119
依然如故	yi ran ru gu	22
依然故我	yi ran gu wo	13
依照	yi zhao	2661
依稀	yi xi	553
依赖	yi lai	3748
依附	yi fu	590
依靠	yi kao	1675
依顺	yi shun	8
侠	xia	11289
侠义	xia yi	107
侠侣	xia lv	33
侠客	xia ke	292
侠气	xia qi	17
侠肝义胆	xia gan yi dan	9
侣	lv	314
侥	jiao	21
侥	yao	1
侥幸	jiao xing	542
侦	zhen	701
侦办	zhen ban	298
侦听	zhen ting	8
侦察	zhen cha	1792
侦察兵	zhen cha bing	102
侦察卫星	zhen cha wei xing	9
侦察员	zhen cha yuan	42
侦察机	zhen cha ji	510
侦探	zhen tan	4300
侦探小说	zhen tan xiao shuo	130
侦探片	zhen tan pian	25
侦查	zhen cha	1307
侦测	zhen ce	755
侦破	zhen po	148
侦缉	zhen ji	80
侦讯	zhen xun	173
侧	ce	7439
侧	ze	372
侧	zhai	372
侧击	ce ji	14
侧卧	ce wo	37
侧壁	ce bi	372
侧室	ce shi	245
侧式	ce shi	1723
侧影	ce ying	58
侧扁	ce bian	254
侧枝	ce zhi	26
侧柏	ce bai	11
侧根	ce gen	4
侧沿	ce yan	12
侧沿莱	ce yan lai	334
侧沿莱茵	ce yan lai yin	334
侧漏	ce lou	438
侧目	ce mu	50
侧目而视	ce mu er shi	3
侧端	ce duan	16
侧端点	ce duan dian	339
侧线	ce xian	527
侧翼	ce yi	270
侧耳	ce er	76
侧脸	ce lian	1191
侧视	ce shi	11
侧记	ce ji	2
侧身	ce shen	146
侧边	ce bian	304
侧重	ce zhong	412
侧重点	ce zhong dian	101
侧链	ce lian	58
侧门	ce men	143
侧面	ce mian	2128
侧颜	ce yan	702
侨	qiao	2225
侨乡	qiao xiang	26
侨务	qiao wu	283
侨商	qiao shang	44
侨居	qiao ju	131
侨属	qiao shu	2
侨民	qiao min	461
侨汇	qiao hui	6
侨眷	qiao juan	27
侨胞	qiao bao	99
侨资	qiao zi	13
侨领	qiao ling	48
侩	kuai	13
侪	chai	144
侬	nong	913
侬墙	nong qiang	2
侮	wu	38
侮慢	wu man	11
侮蔑	wu mie	10
侮辱	wu ru	3362
侯	hou	8020
侯国	hou guo	288
侯孝贤	hou xiao xian	62
侯官	hou guan	224
侯景	hou jing	628
侯爵	hou jue	856
侯赛	hou sai	58
侯赛因	hou sai yin	442
侴	chou	1
侵	qin	1017
侵入	qin ru	743
侵华	qin hua	513
侵占	qin zhan	498
侵吞	qin tun	124
侵夺	qin duo	28
侵害	qin hai	790
侵扰	qin rao	233
侵权	qin quan	792
侵权行为	qin quan xing wei	92
侵犯	qin fan	1917
侵犯版权	qin fan ban quan	63
侵略	qin lve	1764
侵蚀	qin shi	1082
侵袭	qin xi	570
侵越	qin yue	3
侹	ting	12
便	bian	26483
便	pian	1244
便中	bian zhong	2
便于	bian yu	884
便人	bian ren	3
便函	bian han	3
便利	bian li	1695
便利店	bian li dian	777
便可	bian ke	641
便士	bian shi	378
便壶	bian hu	1
便宜	pian yi	19716
便宜行事	bian yi xing shi	26
便宴	bian yan	1
便将	bian jiang	435
便已	bian yi	462
便帽	bian mao	23
便当	bian dang	917
便捷	bian jie	400
便携	bian xie	229
便携式	bian xie shi	243
便服	bian fu	88
便条	bian tiao	61
便桥	bian qiao	61
便桶	bian tong	14
便步	bian bu	2
便民	bian min	228
便池	bian chi	15
便溺	bian niao	15
便盆	bian pen	7
便秘	bian bi	1368
便秘	bian mi	171
便笺	bian jian	10
便签	bian qian	163
便血	bian xie	1
便血	bian xue	12
便衣	bian yi	582
便装	bian zhuang	114
便览	bian lan	10
便路	bian lu	2
便车	bian che	134
便道	bian dao	85
便门	bian men	20
便鞋	bian xie	5
便餐	bian can	7
便饭	bian fan	46
促	cu	1143
促使	cu shi	1800
促成	cu cheng	1265
促狭	cu xia	2
促膝谈心	cu xi tan xin	1
促请	cu qing	360
促进	cu jin	6457
促进派	cu jin pai	1
促销	cu xiao	223
俄	e	4752
俄亥	e hai	1
俄亥俄	e hai e	436
俄亥俄州	e hai e zhou	1157
俄军	e jun	799
俄勒冈州	e le gang zhou	587
俄国	e guo	4328
俄延	e yan	4
俄文	e wen	406
俄方	e fang	267
俄明	e ming	1
俄比	e bi	4
俄比亚	e bi ya	1
俄罗斯	e luo si	28294
俄罗斯方块	e luo si fang kuai	153
俄罗斯族	e luo si zu	77
俄而	e er	8
俄舰	e jian	281
俄语	e yu	1874
俅	qiu	21
俊	jun	13715
俊介	jun jie	237
俊伟	jun wei	65
俊俏	jun qiao	208
俊凯	jun kai	1561
俊杰	jun jie	740
俊涛	jun tao	45
俊牵	jun qian	366
俊秀	jun xiu	165
俊美	jun mei	135
俊逸	jun yi	66
俊雅	jun ya	12
俍	liang	7
俎	zu	60
俏	qiao	984
俏丽	qiao li	166
俏皮	qiao pi	496
俏皮话	qiao pi hua	24
俏货	qiao huo	1
俐	li	335
俑	yong	213
俗	su	2594
俗不可耐	su bu ke nai	104
俗人	su ren	409
俗名	su ming	503
俗套	su tao	158
俗尚	su shang	6
俗文学	su wen xue	9
俗气	su qi	550
俗称	su cheng	2755
俗话	su hua	89
俗话说	su hua shuo	482
俗语	su yu	218
俗谚	su yan	63
俘	fu	266
俘敌	fu di	59
俘获	fu huo	615
俘虏	fu lu	1980
俙	xi	2
俚	li	54
俚俗	li su	4
俚歌	li ge	3
俚语	li yu	132
俜	ping	8
保	bao	14090
保不住	bao bu zhu	144
保不定	bao bu ding	3
保举	bao ju	57
保亭	bao ting	58
保人	bao ren	35
保价	bao jia	61
保住	bao zhu	901
保佑	bao you	3671
保修	bao xiu	707
保值	bao zhi	12
保健	bao jian	1680
保健品	bao jian pin	58
保健操	bao jian cao	1
保健站	bao jian zhan	8
保全	bao quan	502
保养	bao yang	3580
保准	bao zhun	200
保利	bao li	506
保加	bao jia	179
保加利	bao jia li	2
保加利亚	bao jia li ya	2902
保单	bao dan	103
保卫	bao wei	3098
保命	bao ming	344
保墒	bao shang	2
保外就医	bao wai jiu yi	56
保姆	bao mu	2344
保媒	bao mei	15
保存	bao cun	7895
保宁	bao ning	201
保守	bao shou	3305
保守主义	bao shou zhu yi	288
保守派	bao shou pai	839
保安	bao an	6124
保安族	bao an zu	13
保定	bao ding	2012
保定市	bao ding shi	611
保定府	bao ding fu	191
保家卫国	bao jia wei guo	100
保密	bao mi	2125
保山市	bao shan shi	74
保庆	bao qing	206
保庆哥	bao qing ge	226
保底	bao di	182
保德	bao de	94
保护	bao hu	45521
保护人	bao hu ren	53
保护价	bao hu jia	2
保护伞	bao hu san	152
保护国	bao hu guo	233
保护地	bao hu di	59
保护色	bao hu se	27
保持	bao chi	19863
保收	bao shou	1
保时	bao shi	21
保时捷	bao shi jie	722
保暖	bao nuan	7532
保有	bao you	914
保本	bao ben	20
保泰	bao tai	56
保洁	bao jie	350
保温	bao wen	533
保温杯	bao wen bei	812
保温瓶	bao wen ping	68
保湿	bao shi	871
保生	bao sheng	330
保甲	bao jia	136
保留	bao liu	9137
保皇	bao huang	361
保监会	bao jian hui	60
保真	bao zhen	174
保研	bao yan	496
保票	bao piao	35
保禄	bao lu	438
保禄二	bao lu er	207
保禄二世	bao lu er shi	207
保种	bao zhong	3
保税	bao shui	78
保税仓库	bao shui cang ku	3
保税区	bao shui qu	117
保管	bao guan	1248
保管员	bao guan yuan	31
保级	bao ji	507
保罗	bao luo	4508
保育	bao yu	1453
保育员	bao yu yuan	41
保育院	bao yu yuan	23
保胎	bao tai	1
保良	bao liang	85
保良局	bao liang ju	310
保苗	bao miao	2
保荐	bao jian	84
保藏	bao cang	23
保证	bao zheng	8269
保证书	bao zheng shu	71
保证人	bao zheng ren	18
保证金	bao zheng jin	173
保质保量	bao zhi bao liang	20
保质期	bao zhi qi	526
保费	bao fei	235
保送	bao song	917
保释	bao shi	1145
保重	bao zhong	7279
保钓	bao diao	431
保镖	bao biao	941
保镳	bao biao	277
保险	bao xian	5329
保险业	bao xian ye	81
保险丝	bao xian si	65
保险公司	bao xian gong si	653
保险单	bao xian dan	12
保险套	bao xian tao	31
保险带	bao xian dai	4
保险期	bao xian qi	1
保险杆	bao xian gan	77
保险柜	bao xian gui	98
保险法	bao xian fa	33
保险灯	bao xian deng	6
保险箱	bao xian xiang	84
保险系数	bao xian xi shu	19
保障	bao zhang	5325
保驾	bao jia	24
保驾护航	bao jia hu hang	70
保鲜	bao xian	543
保鲜剂	bao xian ji	12
保鲜袋	bao xian dai	68
保龄球	bao ling qiu	310
俞	shu	104
俞	yu	2073
俞灏	yu hao	3
俞灏明	yu hao ming	1129
俟	qi	218
俟	si	11
信	xin	55858
信不过	xin bu guo	81
信义	xin yi	1193
信从	xin cong	18
信令	xin ling	53
信以为真	xin yi wei zhen	139
信仰	xin yang	5615
信件	xin jian	1114
信任	xin ren	4913
信任感	xin ren gan	94
信任投票	xin ren tou piao	78
信众	xin zhong	709
信佛	xin fo	383
信使	xin shi	330
信函	xin han	188
信口	xin kou	13
信口开河	xin kou kai he	63
信口雌黄	xin kou ci huang	34
信史	xin shi	30
信号	xin hao	11699
信号处理	xin hao chu li	106
信号弹	xin hao dan	28
信号旗	xin hao qi	25
信号枪	xin hao qiang	21
信号灯	xin hao deng	240
信天游	xin tian you	2
信天翁	xin tian weng	123
信奉	xin feng	2366
信女	xin nv	22
信守	xin shou	79
信实	xin shi	40
信封	xin feng	476
信徒	xin tu	2750
信得过	xin de guo	128
信心	xin xin	4545
信念	xin nian	1606
信息	xin xi	18109
信息产业	xin xi chan ye	70
信息产业部	xin xi chan ye bu	73
信息化	xin xi hua	530
信息安全	xin xi an quan	169
信息工程	xin xi gong cheng	113
信息工程学院	xin xi gong cheng xue yuan	76
信息库	xin xi ku	12
信息战	xin xi zhan	35
信息技术	xin xi ji shu	503
信息社会	xin xi she hui	24
信息管理	xin xi guan li	67
信息系统	xin xi xi tong	229
信息论	xin xi lun	34
信手	xin shou	14
信手拈来	xin shou nian lai	90
信托	xin tuo	966
信托公司	xin tuo gong si	80
信托投资	xin tuo tou zi	67
信教	xin jiao	161
信服	xin fu	365
信札	xin zha	21
信条	xin tiao	361
信榜	xin bang	719
信步	xin bu	31
信汇	xin hui	2
信浓	xin nong	342
信物	xin wu	220
信用	xin yong	845
信用卡	xin yong ka	493
信用社	xin yong she	53
信皮儿	xin pi er	11
信笔	xin bi	6
信笺	xin jian	22
信筒	xin tong	12
信箱	xin xiang	239
信纸	xin zhi	92
信而有征	xin er you zheng	3
信誉	xin yu	135
信誓旦旦	xin shi dan dan	223
信访	xin fang	159
信贷	xin dai	305
信贷员	xin dai yuan	2
信赏必罚	xin shang bi fa	2
信赖	xin lai	771
信达	xin da	79
信阳	xin yang	1133
信风	xin feng	18
信马由缰	xin ma you jiang	6
信鸽	xin ge	70
俣	yu	329
俦	chou	85
俨	yan	333
俨如	yan ru	22
俨然	yan ran	222
俩	lia	39389
俩	liang	1969
俩字	lia zi	847
俪	li	731
俫	lai	1
俭	jian	757
俭朴	jian pu	32
俭省	jian sheng	5
修	xiu	24540
修业	xiu ye	169
修习	xiu xi	320
修书	xiu shu	20
修仙	xiu xian	2383
修例	xiu li	409
修养	xiu yang	1547
修剪	xiu jian	450
修史	xiu shi	26
修图	xiu tu	1397
修士	xiu shi	756
修复	xiu fu	6073
修女	xiu nv	883
修好	xiu hao	1805
修宪	xiu xian	353
修容	xiu rong	132
修建	xiu jian	5126
修成	xiu cheng	582
修护	xiu hu	206
修撰	xiu zhuan	206
修改	xiu gai	6570
修整	xiu zheng	279
修斯	xiu si	1179
修旧利废	xiu jiu li fei	2
修明	xiu ming	24
修枝	xiu zhi	10
修正	xiu zheng	3095
修正主义	xiu zheng zhu yi	163
修正案	xiu zheng an	1891
修武	xiu wu	87
修水	xiu shui	70
修治	xiu zhi	34
修法	xiu fa	451
修炼	xiu lian	1951
修理	xiu li	1348
修理厂	xiu li chang	138
修盖	xiu gai	7
修眉	xiu mei	416
修竹	xiu zhu	10
修筑	xiu zhu	941
修练	xiu lian	210
修缮	xiu shan	1091
修脚	xiu jiao	55
修荆	xiu jing	262
修荆溪	xiu jing xi	262
修葺	xiu qi	237
修行	xiu xing	1877
修补	xiu bu	528
修订	xiu ding	3944
修订本	xiu ding ben	40
修订版	xiu ding ban	237
修读	xiu du	857
修路	xiu lu	590
修身	xiu shen	422
修身养性	xiu shen yang xing	3
修车	xiu che	443
修辞	xiu ci	424
修造	xiu zao	117
修道	xiu dao	243
修道院	xiu dao yuan	2508
修配	xiu pei	30
修长	xiu chang	505
修院	xiu yuan	297
修面	xiu mian	5
修饰	xiu shi	846
俯	fu	291
俯仰	fu yang	108
俯伏	fu fu	11
俯允	fu yun	19
俯冲	fu chong	394
俯卧	fu wo	32
俯卧撑	fu wo cheng	574
俯察	fu cha	5
俯就	fu jiu	1
俯拾即是	fu shi ji shi	1
俯拾皆是	fu shi jie shi	4
俯瞰	fu kan	425
俯视	fu shi	302
俯身	fu shen	57
俯首	fu shou	52
俯首帖耳	fu shou tie er	13
俱	ju	1773
俱乐部	ju le bu	13667
俱全	ju quan	50
俱疲	ju pi	229
俳	pai	246
俳句	pai ju	75
俵	biao	105
俶	chu	102
俶	ti	5
俸	feng	472
俸禄	feng lu	264
俺	an	14827
俺们	an men	1981
俺家	an jia	746
俾	bi	267
俾斯	bi si	383
俾路	bi lu	6
俾路支	bi lu zhi	274
倌	guan	55
倍	bei	5017
倍儿	bei er	622
倍加	bei jia	79
倍受	bei shou	135
倍增	bei zeng	215
倍径	bei jing	558
倍感	bei gan	337
倍数	bei shu	306
倍晋	bei jin	366
倍率	bei lv	167
倏	shu	7
倏地	shu di	4
倏忽	shu hu	15
倏然	shu ran	1
倒	dao	23772
倒买倒卖	dao mai dao mai	5
倒伏	dao fu	23
倒休	dao xiu	57
倒入	dao ru	214
倒刺	dao ci	86
倒卖	dao mai	149
倒叙	dao xu	114
倒台	dao tai	336
倒嚼	dao jiao	3
倒地	dao di	674
倒坍	dao tan	5
倒垂	dao chui	8
倒塌	dao ta	1159
倒头	dao tou	411
倒好儿	dao hao er	78
倒序	dao xu	60
倒座	dao zuo	36
倒弄	dao nong	28
倒彩	dao cai	4
倒影	dao ying	337
倒悬	dao xuan	11
倒戈	dao ge	235
倒手	dao shou	14
倒打一耙	dao da yi pa	97
倒扣	dao kou	81
倒找	dao zhao	8
倒挂	dao gua	71
倒换	dao huan	13
倒掉	dao diao	222
倒插笔	dao cha bi	2
倒插门	dao cha men	1
倒数	dao shu	2470
倒映	dao ying	66
倒春寒	dao chun han	168
倒是	dao shi	15790
倒替	dao ti	13
倒果为因	dao guo wei yin	5
倒栽葱	dao zai cong	9
倒毙	dao bi	27
倒水	dao shui	330
倒汇	dao hui	3
倒流	dao liu	426
倒灌	dao guan	103
倒爷	dao ye	6
倒牙	dao ya	35
倒班	dao ban	169
倒票	dao piao	20
倒立	dao li	335
倒算	dao suan	6
倒置	dao zhi	107
倒胃口	dao wei kou	81
倒背如流	dao bei ru liu	53
倒腾	dao teng	229
倒行逆施	dao xing ni shi	13
倒装	dao zhuang	79
倒计时	dao ji shi	1591
倒账	dao zhang	3
倒贴	dao tie	821
倒赔	dao pei	4
倒车	dao che	453
倒转	dao zhuan	151
倒运	dao yun	10
倒进	dao jin	137
倒退	dao tui	525
倒锁	dao suo	13
倒闭	dao bi	1673
倒阁	dao ge	22
倒霉	dao mei	3309
倓	tan	51
倔	jue	346
倔强	jue jiang	1468
倕	chui	11
倘	chang	7
倘	tang	148
倘使	tang shi	4
倘或	tang huo	49
倘若	tang ruo	395
候	hou	2095
候审	hou shen	47
候机	hou ji	245
候机楼	hou ji lou	94
候补	hou bu	2991
候诊	hou zhen	28
候车	hou che	1306
候车室	hou che shi	935
候选	hou xuan	1130
候选人	hou xuan ren	6617
候鸟	hou niao	232
倚	yi	587
倚仗	yi zhang	35
倚势	yi shi	3
倚老卖老	yi lao mai lao	161
倚赖	yi lai	64
倚重	yi zhong	70
倚靠	yi kao	82
倜	ti	71
倜傥	ti tang	44
倞	jing	15
倞	liang	1
借	jie	18833
借东风	jie dong feng	5
借书	jie shu	377
借代	jie dai	24
借以	jie yi	363
借住	jie zhu	142
借债	jie zhai	23
借光	jie guang	44
借出	jie chu	144
借刀杀人	jie dao sha ren	15
借助	jie zhu	857
借势	jie shi	13
借口	jie kou	5895
借古讽今	jie gu feng jin	6
借喻	jie yu	27
借宿	jie su	156
借尸还魂	jie shi huan hun	29
借您	jie nin	261
借据	jie ju	4
借支	jie zhi	6
借故	jie gu	73
借方	jie fang	4
借景	jie jing	28
借机	jie ji	419
借条	jie tiao	75
借楼	jie lou	525
借款	jie kuan	325
借此	jie ci	1834
借用	jie yong	1552
借由	jie you	2689
借给	jie gei	1243
借花献佛	jie hua xian fo	48
借记	jie ji	51
借词	jie ci	205
借读	jie du	42
借调	jie diao	249
借贷	jie dai	308
借酒	jie jiu	234
借酒浇愁	jie jiu jiao chou	66
借重	jie zhong	15
借鉴	jie jian	1053
借钱	jie qian	1614
借问	jie wen	44
借阅	jie yue	398
借题发挥	jie ti fa hui	41
借鸡生蛋	jie ji sheng dan	16
倡	chang	275
倡办	chang ban	20
倡导	chang dao	987
倡议	chang yi	1268
倥	kong	4
倦	juan	452
倦容	juan rong	12
倦怠	juan dai	136
倦意	juan yi	17
倧	zong	22
倨	ju	28
倨傲	ju ao	6
倩	qian	3194
倩女幽魂	qian nv you hun	169
倩姐	qian jie	278
倩影	qian ying	90
倩碧	qian bi	349
倪	ni	1767
倪嗣冲	ni si chong	60
倪妮	ni ni	474
倬	zhuo	158
倭	wo	512
倭寇	wo kou	299
倭瓜	wo gua	23
倭马	wo ma	233
倮	luo	57
倴	ben	1
债	zhai	1094
债主	zhai zhu	178
债券	zhai quan	529
债务	zhai wu	2011
债务人	zhai wu ren	101
债务危机	zhai wu wei ji	59
债台高筑	zhai tai gao zhu	30
债户	zhai hu	14
债权	zhai quan	122
债权人	zhai quan ren	159
债款	zhai kuan	14
债见	zhai jian	614
倻	ye	50
值	zhi	14627
值勤	zhi qin	136
值夜	zhi ye	18
值当	zhi dang	204
值得	zhi de	21803
值日	zhi ri	8
值日生	zhi ri sheng	17
值星	zhi xing	9
值爆	zhi bao	5
值爆表	zhi bao biao	26
值班	zhi ban	3818
值班室	zhi ban shi	111
值钱	zhi qian	2094
值高	zhi gao	71
倾	qing	1707
倾侧	qing ce	29
倾倒	qing dao	296
倾动	qing dong	7
倾吐	qing tu	28
倾向	qing xiang	3646
倾向性	qing xiang xing	30
倾听	qing ting	614
倾囊	qing nang	26
倾国倾城	qing guo qing cheng	200
倾城	qing cheng	1182
倾城倾国	qing cheng qing guo	10
倾塌	qing ta	10
倾家荡产	qing jia dang chan	272
倾巢	qing chao	2
倾巢出动	qing chao chu dong	20
倾巢而出	qing chao er chu	16
倾心	qing xin	204
倾慕	qing mu	105
倾斜	qing xie	1383
倾注	qing zhu	91
倾泻	qing xie	222
倾洒	qing sa	6
倾盆大雨	qing pen da yu	154
倾耳	qing er	11
倾覆	qing fu	179
倾角	qing jiao	214
倾诉	qing su	861
倾谈	qing tan	28
倾轧	qing ya	31
倾销	qing xiao	30
偁	cheng	41
偃	yan	422
偃旗息鼓	yan qi xi gu	28
偃武修文	yan wu xiu wen	4
假	jia	45093
假仁假义	jia ren jia yi	12
假使	jia shi	62
假借	jia jie	160
假充	jia chong	4
假公济私	jia gong ji si	17
假冒	jia mao	299
假冒伪劣	jia mao wei lie	46
假发	jia fa	2947
假名	jia ming	1116
假唱	jia chang	576
假大空	jia da kong	42
假如	jia ru	2140
假定	jia ding	500
假寐	jia mei	36
假小子	jia xiao zi	126
假山	jia shan	161
假币	jia bi	34
假想	jia xiang	340
假想敌	jia xiang di	91
假惺惺	jia xing xing	174
假意	jia yi	177
假戏真做	jia xi zhen zuo	37
假手	jia shou	30
假托	jia tuo	42
假扮	jia ban	459
假日	jia ri	1856
假日经济	jia ri jing ji	1
假日酒店	jia ri jiu dian	88
假期	jia qi	16133
假村	jia cun	102
假条	jia tiao	193
假案	jia an	25
假模假式	jia mo jia shi	5
假正经	jia zheng jing	89
假死	jia si	65
假洋鬼子	jia yang gui zi	12
假牙	jia ya	342
假球	jia qiu	147
假肢	jia zhi	34
假若	jia ruo	131
假药	jia yao	28
假装	jia zhuang	6725
假设	jia she	2751
假话	jia hua	1027
假说	jia shuo	700
假象	jia xiang	2006
假货	jia huo	1306
假造	jia zao	45
假道	jia dao	16
假道学	jia dao xue	2
假酒	jia jiu	343
假释	jia shi	305
假钞	jia chao	22
假面	jia mian	4291
假面具	jia mian ju	22
偈	ji	148
偈	jie	7
偈语	ji yu	15
偌	ruo	19
偌大	ruo da	75
偎	wei	33
偎依	wei yi	12
偏	pian	9622
偏东	pian dong	1218
偏于	pian yu	32
偏低	pian di	296
偏信	pian xin	6
偏偏	pian pian	1884
偏僻	pian pi	782
偏劳	pian lao	15
偏北	pian bei	1370
偏南	pian nan	1521
偏向	pian xiang	1076
偏听偏信	pian ting pian xin	8
偏头痛	pian tou tong	45
偏好	pian hao	813
偏安	pian an	41
偏巧	pian qiao	6
偏差	pian cha	788
偏师	pian shi	12
偏废	pian fei	3
偏微分方程	pian wei fen fang cheng	122
偏心	pian xin	767
偏心眼儿	pian xin yan er	7
偏房	pian fang	25
偏执	pian zhi	427
偏护	pian hu	3
偏斜	pian xie	40
偏方	pian fang	317
偏旁	pian pang	81
偏殿	pian dian	66
偏激	pian ji	605
偏爱	pian ai	997
偏狭	pian xia	9
偏生	pian sheng	5
偏瘫	pian tan	31
偏离	pian li	478
偏科	pian ke	64
偏移	pian yi	330
偏袒	pian tan	286
偏西	pian xi	1479
偏见	pian jian	1366
偏转	pian zhuan	101
偏远	pian yuan	919
偏重	pian zhong	180
偏门	pian men	65
偏颇	pian po	261
偏题	pian ti	123
偏食	pian shi	48
偏饭	pian fan	4
偓	wo	29
偕	xie	530
偕同	xie tong	325
偕老	xie lao	121
做	zuo	285947
做东	zuo dong	25
做主	zuo zhu	595
做买卖	zuo mai mai	55
做事	zuo shi	2706
做些	zuo xie	946
做亲	zuo qin	18
做人	zuo ren	4883
做人情	zuo ren qing	11
做伴	zuo ban	216
做作	zuo zuo	1924
做出	zuo chu	6870
做功	zuo gong	27
做声	zuo sheng	65
做媒	zuo mei	53
做学问	zuo xue wen	47
做完	zuo wan	4174
做官	zuo guan	166
做实验	zuo shi yan	930
做客	zuo ke	1004
做寿	zuo shou	18
做工	zuo gong	581
做工作	zuo gong zuo	80
做戏	zuo xi	60
做手脚	zuo shou jiao	22
做文章	zuo wen zhang	83
做梦	zuo meng	13411
做法	zuo fa	4992
做泥	zuo ni	218
做活儿	zuo huo er	1
做爱	zuo ai	67
做甚	zuo shen	300
做生意	zuo sheng yi	1176
做生日	zuo sheng ri	16
做礼拜	zuo li bai	70
做菜	zuo cai	2009
做证	zuo zheng	28
做诗	zuo shi	40
做贼	zuo zei	175
做贼心虚	zuo zei xin xu	67
做针线	zuo zhen xian	13
做错	zuo cuo	1258
做错了	zuo cuo le	1323
做题	zuo ti	1084
做饭	zuo fan	11387
做鬼	zuo gui	161
做鬼脸	zuo gui lian	55
停	ting	29561
停业	ting ye	622
停产	ting chan	1059
停付	ting fu	1
停刊	ting kan	994
停办	ting ban	1347
停发	ting fa	79
停妥	ting tuo	5
停学	ting xue	112
停工	ting gong	548
停建	ting jian	94
停当	ting dang	8
停息	ting xi	75
停战	ting zhan	826
停摆	ting bai	327
停播	ting bo	1733
停放	ting fang	519
停机	ting ji	870
停机坪	ting ji ping	255
停板	ting ban	1
停歇	ting xie	284
停止	ting zhi	10620
停水	ting shui	1169
停泊	ting bo	1124
停滞	ting zhi	464
停火	ting huo	576
停灵	ting ling	17
停牌	ting pai	92
停用	ting yong	894
停电	ting dian	3550
停留	ting liu	4064
停站	ting zhan	932
停职	ting zhi	360
停航	ting hang	168
停薪	ting xin	28
停薪留职	ting xin liu zhi	17
停课	ting ke	997
停赛	ting sai	259
停车	ting che	4544
停车场	ting che chang	3745
停运	ting yun	1677
停靠	ting kao	5320
停顿	ting dun	481
停飞	ting fei	238
停食	ting shi	9
停驶	ting shi	589
偡	zhan	2
健	jian	8851
健体	jian ti	297
健儿	jian er	168
健全	jian quan	676
健力宝	jian li bao	208
健哥	jian ge	356
健在	jian zai	553
健壮	jian zhuang	370
健太	jian tai	330
健太郎	jian tai lang	426
健委	jian wei	11
健将	jian jiang	130
健康	jian kang	31357
健康路	jian kang lu	71
健忘	jian wang	42
健旺	jian wang	1
健朗	jian lang	38
健步	jian bu	39
健步如飞	jian bu ru fei	55
健民	jian min	156
健美	jian mei	406
健美操	jian mei cao	26
健谈	jian tan	100
健身	jian shen	11009
健身器	jian shen qi	5
健身房	jian shen fang	5151
健身操	jian shen cao	12
偬	zong	3
偭	mian	3
偰	xie	19
偲	cai	102
偲	si	5
偶	ou	15759
偶一为之	ou yi wei zhi	2
偶们	ou men	728
偶像	ou xiang	17250
偶发	ou fa	71
偶合	ou he	15
偶尔	ou er	15760
偶感	ou gan	27
偶或	ou huo	4
偶数	ou shu	275
偶滴	ou di	232
偶然	ou ran	2394
偶然性	ou ran xing	42
偶蹄目	ou ti mu	51
偶遇	ou yu	9919
