# 青简基础词库，由 qingjian-dict-convert lexicon 生成。词	音节	词频
# 来源：通用规范汉字表（8105 字）；现代汉语常用词表（liuxilu 校对版）；THUOCL 领域词（MIT，清华大学自然语言处理实验室）；
# 读音：Unihan（Unicode License）+ LLM 标注多音字词；词频：青简自己的语料统计（中文维基 CC BY-SA 4.0、LCCC MIT）。
愤世嫉俗	fen shi ji su	164
愤怒	fen nu	4280
愤恨	fen hen	132
愤愤不平	fen fen bu ping	64
愤慨	fen kai	280
愤懑	fen men	41
愤激	fen ji	11
愤然	fen ran	59
愤而	fen er	263
愤青	fen qing	726
愦	kui	4
愧	kui	141
愧对	kui dui	127
愧悔	kui hui	4
愧疚	kui jiu	1098
愧色	kui se	1
愫	su	43
愭	qi	3
愿	yuan	22090
愿心	yuan xin	11
愿意	yuan yi	25394
愿景	yuan jing	525
愿望	yuan wang	8777
慆	tao	3
慈	ci	3946
慈云	ci yun	332
慈侍	ci shi	872
慈侍下	ci shi xia	872
慈利	ci li	82
慈善	ci shan	3533
慈姑	ci gu	12
慈悲	ci bei	661
慈母	ci mu	83
慈济	ci ji	414
慈溪	ci xi	320
慈溪市	ci xi shi	84
慈爱	ci ai	168
慈父	ci fu	20
慈眉善目	ci mei shan mu	29
慈祥	ci xiang	348
慈禧	ci xi	206
慈禧太后	ci xi tai hou	186
慈颜	ci yan	2
慈鲷	ci diao	24
慈鲷科	ci diao ke	1582
慊	qian	8
慊	qie	1
慌	huang	5610
慌乱	huang luan	253
慌张	huang zhang	442
慌忙	huang mang	78
慌慌张张	huang huang zhang zhang	53
慌手慌脚	huang shou huang jiao	3
慌神	huang shen	12
慌里慌张	huang li huang zhang	3
慎	shen	2529
慎之又慎	shen zhi you shen	4
慎密	shen mi	8
慎独	shen du	42
慎行	shen xing	29
慎言	shen yan	27
慎重	shen zhong	1145
慑	she	28
慑于	she yu	20
慑服	she fu	16
慕	mu	2604
慕名	mu ming	132
慕名而来	mu ming er lai	115
慕容	mu rong	813
慕容垂	mu rong chui	58
慕尤	mu you	1
慕尤丁	mu you ding	355
慕尼	mu ni	26
慕尼黑	mu ni hei	2054
慕斯	mu si	320
慕留	mu liu	374
慕达	mu da	17
慝	te	6
慢	man	16733
慢吞吞	man tun tun	64
慢坡	man po	2
慢待	man dai	2
慢性	man xing	772
慢性子	man xing zi	2
慢性疼痛	man xing teng tong	106
慢性病	man xing bing	155
慢悠悠	man you you	199
慢慢	man man	32063
慢慢腾腾	man man teng teng	2
慢条斯理	man tiao si li	32
慢歌	man ge	288
慢火	man huo	25
慢点	man dian	1643
慢热	man re	401
慢腾腾	man teng teng	21
慢说	man shuo	17
慢走	man zou	702
慢跑	man pao	554
慢车	man che	254
慢车道	man che dao	45
慢镜头	man jing tou	70
慥	zao	26
慧	hui	6829
慧姐	hui jie	299
慧心	hui xin	53
慧眼	hui yan	470
慨	kai	124
慨叹	kai tan	55
慨然	kai ran	33
慬	qin	20
慭	yin	1
慰	wei	744
慰使	wei shi	3
慰劳	wei lao	171
慰勉	wei mian	25
慰安	wei an	308
慰藉	wei jie	85
慰问	wei wen	611
慰问品	wei wen pin	7
慰问电	wei wen dian	22
慵	yong	26
慵懒	yong lan	520
慷	kang	140
慷慨	kang kai	449
慷慨激昂	kang kai ji ang	50
慷慨解囊	kang kai jie nang	27
慷慨陈词	kang kai chen ci	9
憋	bie	6944
憋住	bie zhu	337
憋坏	bie huai	286
憋屈	bie qu	897
憋得慌	bie de huang	80
憋气	bie qi	8
憋着	bie zhe	1480
憋闷	bie men	11
憎	zeng	131
憎恨	zeng hen	463
憎恶	zeng wu	125
憔	qiao	6
憔悴	qiao cui	1758
憕	cheng	8
憙	xi	60
憧	chong	20
憧憧	chong chong	2
憧憬	chong jing	1234
憨	han	1718
憨包	han bao	83
憨厚	han hou	264
憨实	han shi	16
憨态	han tai	4
憨直	han zhi	10
憨笑	han xiao	22
憩	qi	244
憩息	qi xi	4
憬	jing	33
憭	liao	1
憷	chu	4
憺	dan	27
憾	han	91
憾事	han shi	72
懂	dong	65343
懂事	dong shi	4640
懂得	dong de	8893
懂行	dong hang	114
懈	xie	18
懈怠	xie dai	70
懊	ao	25
懊丧	ao sang	6
懊恼	ao nao	303
懊悔	ao hui	222
懋	mao	1219
懑	men	16
懒	lan	15124
懒得	lan de	9552
懒怠	lan dai	1
懒惰	lan duo	991
懒散	lan san	341
懒汉	lan han	50
懒洋洋	lan yang yang	126
懒猪	lan zhu	274
懒癌	lan ai	266
懒虫	lan chong	396
懒觉	lan jiao	1135
懒骨头	lan gu tou	2
懒鬼	lan gui	167
懔	lin	17
懦	nuo	55
懦夫	nuo fu	138
懦弱	nuo ruo	783
懵	meng	1676
懵懂	meng dong	362
懵懵懂懂	meng meng dong dong	78
懿	yi	1352
懿传	yi zhuan	205
戆	gang	80
戆	zhuang	4
戈	ge	9735
戈亚	ge ya	171
戈兰	ge lan	358
戈培尔	ge pei er	180
戈壁	ge bi	240
戈壁滩	ge bi tan	61
戈夫	ge fu	203
戈尔	ge er	3380
戈尔巴乔夫	ge er ba qiao fu	335
戈尼	ge ni	34
戈当	ge dang	7
戈德	ge de	591
戈斯	ge si	787
戈斯省	ge si sheng	394
戈林	ge lin	88
戈梅	ge mei	281
戈特	ge te	336
戈登	ge deng	739
戈纳	ge na	194
戈维	ge wei	49
戈维亚	ge wei ya	2
戈萨	ge sa	50
戈贝	ge bei	91
戈里	ge li	519
戈麦	ge mai	274
戊	wu	1229
戊二	wu er	54
戊午	wu wu	77
戊午科	wu wu ke	465
戊子	wu zi	264
戊戌	wu xu	332
戊戌科	wu xu ke	678
戊辰	wu chen	204
戊辰科	wu chen ke	487
戋	jian	46
戌	qu	9
戌	xu	173
戌时	xu shi	16
戌科	xu ke	2915
戍	shu	532
戍守	shu shou	116
戍边	shu bian	89
戎	rong	1388
戎区	rong qu	261
戎机	rong ji	3
戎装	rong zhuang	32
戎马	rong ma	40
戎马倥偬	rong ma kong zong	6
戏	hu	572
戏	xi	11438
戏份	xi fen	1527
戏侮	xi wu	1
戏剧	xi ju	6829
戏剧性	xi ju xing	263
戏单	xi dan	1
戏台	xi tai	432
戏园子	xi yuan zi	52
戏子	xi zi	522
戏弄	xi nong	179
戏文	xi wen	36
戏曲	xi qu	1117
戏曲片	xi qu pian	10
戏曲界	xi qu jie	11
戏服	xi fu	184
戏本	xi ben	10
戏校	xi xiao	16
戏楼	xi lou	91
戏水	xi shui	180
戏法	xi fa	314
戏班	xi ban	156
戏码	xi ma	211
戏票	xi piao	12
戏称	xi cheng	222
戏精	xi jing	2644
戏耍	xi shua	38
戏衣	xi yi	3
戏装	xi zhuang	6
戏言	xi yan	44
戏评	xi ping	24
戏词	xi ci	2
戏说	xi shuo	108
戏谑	xi xue	106
戏路	xi lu	114
戏迷	xi mi	42
戏院	xi yuan	1125
戏骨	xi gu	78
成	cheng	105533
成丁	cheng ding	7
成个儿	cheng ge er	2
成为	cheng wei	96415
成书	cheng shu	517
成事	cheng shi	202
成交	cheng jiao	227
成交额	cheng jiao e	30
成亲	cheng qin	82
成人	cheng ren	3242
成人之美	cheng ren zhi mei	1
成仙	cheng xian	1106
成份	cheng fen	633
成例	cheng li	12
成倍	cheng bei	56
成像	cheng xiang	1072
成全	cheng quan	1072
成分	cheng fen	2802
成功	cheng gong	47543
成功率	cheng gong lv	175
成化	cheng hua	2167
成千上万	cheng qian shang wan	448
成华	cheng hua	91
成双成对	cheng shuang cheng dui	166
成吉思汗	cheng ji si han	514
成名	cheng ming	1245
成名作	cheng ming zuo	116
成员	cheng yuan	47188
成员函数指针	cheng yuan han shu zhi zhen	78
成员国	cheng yuan guo	1469
成员资格	cheng yuan zi ge	117
成命	cheng ming	6
成品	cheng pin	1078
成品粮	cheng pin liang	2
成器	cheng qi	49
成因	cheng yin	307
成型	cheng xing	684
成堆	cheng dui	96
成夜	cheng ye	19
成天	cheng tian	1600
成套	cheng tao	168
成婚	cheng hun	620
成安	cheng an	119
成宫	cheng gong	67
成家	cheng jia	554
成家立业	cheng jia li ye	120
成宿	cheng xiu	23
成寐	cheng mei	1
成对	cheng dui	390
成就	cheng jiu	5663
成年	cheng nian	4265
成年人	cheng nian ren	1732
成年累月	cheng nian lei yue	2
成形	cheng xing	374
成德	cheng de	236
成心	cheng xin	63
成性	cheng xing	69
成想	cheng xiang	22
成才	cheng cai	88
成批	cheng pi	17
成效	cheng xiao	868
成数	cheng shu	56
成文	cheng wen	204
成文法	cheng wen fa	63
成日	cheng ri	271
成昆	cheng kun	290
成服	cheng fu	6
成本	cheng ben	6619
成材	cheng cai	37
成林	cheng lin	43
成果	cheng guo	3972
成武	cheng wu	93
成气候	cheng qi hou	37
成汉	cheng han	109
成法	cheng fa	55
成活	cheng huo	17
成活率	cheng huo lv	15
成渣	cheng zha	339
成灰	cheng hui	47
成灾	cheng zai	53
成熟	cheng shu	11585
成熟度	cheng shu du	77
成熟期	cheng shu qi	157
成片	cheng pian	299
成狗	cheng gou	3059
成猪	cheng zhu	649
成田	cheng tian	776
成疾	cheng ji	234
成瘾	cheng yin	570
成癖	cheng pi	5
成眠	cheng mian	22
成立	cheng li	54523
成章	cheng zhang	72
成竹在胸	cheng zhu zai xiong	8
成精	cheng jing	977
成纤维细胞	cheng xian wei xi bao	89
成约	cheng yue	14
成绩	cheng ji	19966
成绩排名	cheng ji pai ming	118
成群	cheng qun	475
成群结队	cheng qun jie dui	122
成色	cheng se	280
成荫	cheng yin	62
成药	cheng yao	28
成虫	cheng chong	436
成行	cheng xing	203
成衣	cheng yi	194
成见	cheng jian	72
成规	cheng gui	20
成语	cheng yu	1710
成说	cheng shuo	27
成败	cheng bai	329
成趣	cheng qu	5
成都	cheng dou	4238
成都	cheng du	33906
成都大学	cheng du da xue	78
成都市	cheng du shi	1289
成长	cheng zhang	12172
成问题	cheng wen ti	354
成风	cheng feng	50
成龙	cheng long	467
成龙配套	cheng long pei tao	21
我	wo	6028520
我们	wo men	439320
我崽	wo zai	252
我拐	wo guai	58
我行我素	wo xing wo su	168
我见	wo jian	1608
戒	jie	7460
戒严	jie yan	488
戒严令	jie yan ling	96
戒备	jie bei	775
戒尺	jie chi	22
戒律	jie lv	243
戒心	jie xin	108
戒指	jie zhi	3399
戒掉	jie diao	611
戒毒	jie du	170
戒毒所	jie du suo	80
戒烟	jie yan	1007
戒酒	jie jiu	1011
戒除	jie chu	55
戒骄戒躁	jie jiao jie zao	48
戕	qiang	19
戕害	qiang hai	21
或	huo	104187
或多或少	huo duo huo shao	319
或旧	huo jiu	27265
或是	huo shi	9341
或然	huo ran	11
或称	huo cheng	1807
或纯	huo chun	272
或者	huo zhe	41593
或许	huo xu	8889
或译	huo yi	561
戗	qiang	22
戗面	qiang mian	1
战	zhan	18794
战中	zhan zhong	1197
战书	zhan shu	103
战乱	zhan luan	601
战争	zhan zheng	28815
战争罪	zhan zheng zui	138
战争贩子	zhan zheng fan zi	8
战事	zhan shi	1226
战云	zhan yun	15
战例	zhan li	27
战俘	zhan fu	907
战兔	zhan tu	486
战况	zhan kuang	375
战刀	zhan dao	5
战列	zhan lie	971
战列舰	zhan lie jian	1937
战利品	zhan li pin	371
战前	zhan qian	673
战力	zhan li	685
战功	zhan gong	557
战勤	zhan qin	14
战区	zhan qu	2229
战友	zhan you	1334
战史	zhan shi	219
战后	zhan hou	7397
战国	zhan guo	1799
战地	zhan di	1027
战场	zhan chang	4053
战壕	zhan hao	256
战士	zhan shi	7386
战备	zhan bei	342
战将	zhan jiang	97
战局	zhan ju	374
战平	zhan ping	306
战役	zhan yi	10136
战战兢兢	zhan zhan jing jing	152
战抖	zhan dou	1
战报	zhan bao	70
战斗	zhan dou	16830
战斗力	zhan dou li	1472
战斗员	zhan dou yuan	94
战斗机	zhan dou ji	3679
战斗舰	zhan dou jian	48
战斧	zhan fu	164
战旗	zhan qi	113
战无不胜	zhan wu bu sheng	65
战时	zhan shi	1627
战术	zhan shu	3684
战机	zhan ji	1606
战果	zhan guo	387
战栗	zhan li	116
战歌	zhan ge	65
战死	zhan si	1431
战火	zhan huo	465
战犯	zhan fan	261
战狼	zhan lang	1198
战略	zhan lve	4965
战略物资	zhan lve wu zi	31
战略规划	zhan lve gui hua	81
战神	zhan shen	875
战祸	zhan huo	34
战线	zhan xian	1234
战绩	zhan ji	1532
战而胜之	zhan er sheng zhi	1
战胜	zhan sheng	3272
战舰	zhan jian	2233
战船	zhan chuan	251
战表	zhan biao	28
战袍	zhan pao	153
战警	zhan jing	732
战记	zhan ji	730
战败	zhan bai	1802
战车	zhan che	2651
战队	zhan dui	5586
战马	zhan ma	180
战鼓	zhan gu	54
戚	qi	926
戚继光	qi ji guang	63
戛	jia	189
戛然	jia ran	3
戛然而止	jia ran er zhi	91
戛纳	jia na	384
戟	ji	466
戟科	ji ke	405
戡	kan	133
戡乱	kan luan	116
戢	ji	117
戣	kui	5
戤	gai	1
戥	deng	4
截	jie	4264
截住	jie zhu	46
截击	jie ji	171
截半	jie ban	259
截取	jie qu	153
截图	jie tu	5349
截屏	jie ping	694
截断	jie duan	313
截查	jie cha	754
截棍	jie gun	3
截止	jie zhi	4211
截止日	jie zhi ri	52
截流	jie liu	54
截然	jie ran	93
截然不同	jie ran bu tong	451
截留	jie liu	29
截瘫	jie tan	19
截稿	jie gao	53
截肢	jie zhi	151
截至	jie zhi	12532
截获	jie huo	158
截角	jie jiao	314
截长补短	jie chang bu duan	1
截面	jie mian	297
戬	jian	226
戭	yan	1
戮	lu	169
戮力	lu li	28
戳	chuo	244
戳儿	chuo er	5
戳子	chuo zi	20
戳穿	chuo chuan	12
戳脊梁骨	chuo ji liang gu	12
戳记	chuo ji	20
戴	dai	26372
戴上	dai shang	2013
戴佩妮	dai pei ni	80
戴夫	dai fu	511
戴套	dai tao	212
戴姆勒	dai mu le	111
戴孝	dai xiao	6
戴季陶	dai ji tao	106
戴安娜	dai an na	284
戴尔	dai er	775
戴帽子	dai mao zi	1310
戴托	dai tuo	98
戴托昆	dai tuo kun	1
戴托昆波	dai tuo kun bo	249
戴森	dai sen	226
戴河	dai he	47
戴潮春	dai chao chun	54
戴牙	dai ya	7
戴牙套	dai ya tao	416
戴着	dai zhe	1878
戴笠	dai li	138
戴维	dai wei	1195
戴维斯	dai wei si	2091
戴绿帽	dai lv mao	104
戴绿帽子	dai lv mao zi	110
戴罪立功	dai zui li gong	12
戴胜	dai sheng	48
戴著	dai zhuo	783
戴蒙	dai meng	233
戴高乐	dai gao le	320
戴高帽	dai gao mao	19
戴高帽子	dai gao mao zi	11
户	hu	9150
户主	hu zhu	197
户口	hu kou	2250
户口本	hu kou ben	464
户口簿	hu kou bu	55
户型	hu xing	301
户外	hu wai	2022
户头	hu tou	43
户市	hu shi	198
户数	hu shu	472
户枢不蠹	hu shu bu du	1
户田	hu tian	210
户站	hu zhan	157
户籍	hu ji	1021
户籍警	hu ji jing	8
户线	hu xian	48
户部	hu bu	2057
户部员	hu bu yuan	227
户部员外	hu bu yuan wai	17
戽	hu	30
戾	li	70
戾气	li qi	408
房	fang	16618
房东	fang dong	1215
房主	fang zhu	174
房事	fang shi	22
房产	fang chan	925
房地产	fang di chan	1166
房地产公司	fang di chan gong si	69
房基	fang ji	14
房契	fang qi	6
房子	fang zi	16864
房客	fang ke	387
房屋	fang wu	5564
房山	fang shan	236
房改	fang gai	13
房梁	fang liang	26
房檐	fang yan	25
房源	fang yuan	99
房租	fang zu	1826
房管	fang guan	124
房管所	fang guan suo	15
房脊	fang ji	2
房舍	fang she	211
房贴	fang tie	4
房费	fang fei	122
房车	fang che	372
房钱	fang qian	25
房门	fang men	200
房间	fang jian	11129
房顶	fang ding	322
房颤	fang chan	2
所	suo	109332
所以	suo yi	155225
所以然	suo yi ran	119
所作	suo zuo	931
所作所为	suo zuo suo wei	292
所创	suo chuang	202
所到之处	suo dao zhi chu	102
所制	suo zhi	148
所剩无几	suo sheng wu ji	123
所占	suo zhan	294
所向披靡	suo xiang pi mi	87
所向无敌	suo xiang wu di	29
所困	suo kun	109
所在	suo zai	5648
所在地	suo zai di	3781
所处	suo chu	1981
所属	suo shu	17006
所幸	suo xing	459
所建	suo jian	611
所得	suo de	1355
所得税	suo de shui	286
所愿	suo yuan	792
所持	suo chi	230
所指	suo zhi	521
所提	suo ti	167
所提出	suo ti chu	549
所救	suo jiu	471
所有	suo you	66074
所有制	suo you zhi	159
所有权	suo you quan	830
所有者	suo you zhe	515
所杀	suo sha	878
所知	suo zhi	1374
所示	suo shi	962
所致	suo zhi	1746
所获	suo huo	344
所著	suo zhu	1267
所见所闻	suo jian suo wen	89
所见略同	suo jian lve tong	125
所言	suo yan	796
所谓	suo wei	7975
所载	suo zai	261
所辖	suo xia	1288
所迫	suo po	550
所述	suo shu	860
所部	suo bu	630
所需	suo xu	2706
扁	bian	3005
扁	pian	150
扁圆	bian yuan	25
扁平	bian ping	430
扁平化	bian ping hua	55
扁担	bian dan	170
扁桃体	bian tao ti	22
扁舟	pian zhou	38
扁豆	bian dou	83
扂	dian	1
扃	jiong	4
扅	yi	3
扆	yi	47
扇	shan	3568
扇动	shan dong	18
扇坠	shan zhui	1
扇子	shan zi	980
扇形	shan xing	162
扇贝	shan bei	543
扇门	shan men	309
扇面儿	shan mian er	9
扈	hu	264
扉	fei	104
扉页	fei ye	63
扊	yan	3
手	shou	70343
手下	shou xia	2361
手下留情	shou xia liu qing	408
手下败将	shou xia bai jiang	44
手不释卷	shou bu shi juan	18
手书	shou shu	114
手令	shou ling	76
手信	shou xin	1626
手册	shou ce	1392
手写	shou xie	936
手写体	shou xie ti	33
手冢治虫	shou zhong zhi chong	148
手到擒来	shou dao qin lai	35
手到病除	shou dao bing chu	4
手动	shou dong	3325
手动挡	shou dong dang	283
手势	shou shi	1224
手勤	shou qin	1
手包	shou bao	114
手印	shou yin	191
手卷	shou juan	75
手右	shou you	1
手右手	shou you shou	2
手大	shou da	52
手头	shou tou	446
手头紧	shou tou jin	38
手套	shou tao	3328
手工	shou gong	2420
手工业	shou gong ye	260
手工艺	shou gong yi	171
手巧	shou qiao	211
手巾	shou jin	28
手帐	shou zhang	862
手帕	shou pa	200
手底下	shou di xia	40
手心	shou xin	587
手忙脚乱	shou mang jiao luan	198
手快	shou kuai	294
手感	shou gan	1676
手慢	shou man	119
手戳	shou chuo	14
手技	shou ji	1
手抄	shou chao	161
手抄本	shou chao ben	179
手把手	shou ba shou	323
手抓	shou zhua	519
手抓饼	shou zhua bing	496
手抖	shou dou	1028
手持	shou chi	1804
手指	shou zhi	4429
手指头	shou zhi tou	888
手掌	shou zhang	649
手掌心	shou zhang xin	77
手控	shou kong	219
手推车	shou tui che	126
手提	shou ti	553
手提包	shou ti bao	64
手提式	shou ti shi	10
手提箱	shou ti xiang	89
手握	shou wo	366
手撕	shou si	428
手无寸铁	shou wu cun tie	120
手札	shou zha	79
手术	shou shu	6979
手术刀	shou shu dao	30
手术台	shou shu tai	12
手术室	shou shu shi	71
手机	shou ji	99827
手机助手	shou ji zhu shou	57
手机型号	shou ji xing hao	167
手机应用	shou ji ying yong	172
手机游戏	shou ji you xi	750
手机直播	shou ji zhi bo	61
手机短信	shou ji duan xin	61
手机端	shou ji duan	95
手机系统	shou ji xi tong	108
手机震动	shou ji zhen dong	62
手杖	shou zhang	162
手松	shou song	12
手板	shou ban	41
手枪	shou qiang	4853
手柄	shou bing	542
手榴弹	shou liu dan	472
手残	shou can	1222
手残党	shou can dang	306
手段	shou duan	4013
手气	shou qi	573
手法	shou fa	2633
手洗	shou xi	416
手淫	shou yin	43
手游	shou you	1193
手滑	shou hua	742
手炉	shou lu	8
手牵	shou qian	247
手牵手	shou qian shou	519
手环	shou huan	1203
手球	shou qiu	1128
手生	shou sheng	59
手电筒	shou dian tong	457
手疾眼快	shou ji yan kuai	3
手痒	shou yang	311
手癌	shou ai	220
手相	shou xiang	221
手眼通天	shou yan tong tian	3
手硬	shou ying	3
手稿	shou gao	841
手笔	shou bi	97
手紧	shou jin	33
手纸	shou zhi	187
手绘	shou hui	874
手绢	shou juan	164
手续	shou xu	1386
手续费	shou xu fei	149
手背	shou bei	267
手脚	shou jiao	1064
手腕	shou wan	1027
手腕子	shou wan zi	19
手臂	shou bi	3030
手舞足蹈	shou wu zu dao	103
手艺	shou yi	2811
手艺人	shou yi ren	75
手表	shou biao	3155
手袋	shou dai	151
手记	shou ji	219
手语	shou yu	845
手误	shou wu	211
手谈	shou tan	14
手谕	shou yu	38
手账	shou zhang	266
手足	shou zu	308
手足之情	shou zu zhi qing	7
手足无措	shou zu wu cuo	130
手软	shou ruan	343
手轻	shou qing	36
手辣	shou la	16
手边	shou bian	221
手迹	shou ji	39
手速	shou su	955
手里	shou li	4015
手里剑	shou li jian	90
手重	shou zhong	7
手铐	shou kao	258
手链	shou lian	1296
手镯	shou zhuo	588
手雷	shou lei	30
手霜	shou shuang	72
手风琴	shou feng qin	159
手黑	shou hei	140
手鼓	shou gu	60
才	cai	279720
才具	cai ju	10
才分	cai fen	90
才力	cai li	35
才华	cai hua	3531
才华横溢	cai hua heng yi	362
才女	cai nv	952
才子	cai zi	623
才子佳人	cai zi jia ren	39
才学	cai xue	314
才干	cai gan	176
才思	cai si	86
才情	cai qing	113
才智	cai zhi	122
才气	cai qi	203
才略	cai lve	19
才疏学浅	cai shu xue qian	113
才能	cai neng	33739
才艺	cai yi	821
才识	cai shi	36
才貌	cai mao	23
才貌双全	cai mao shuang quan	127
才赋	cai fu	3
才高八斗	cai gao ba dou	57
扎	za	969
扎	zha	19389
扎伊	zha yi	211
扎伊尔	zha yi er	87
扎克	zha ke	1295
扎啤	zha pi	130
扎堆	zha dui	265
扎实	zha shi	574
扎布	za bu	588
扎心	zha xin	9310
扎手	zha shou	135
扎染	za ran	34
扎染	zha ran	4
扎根	zha gen	431
扎眼	zha yan	192
扎花	za hua	16
扎花	zha hua	2
扎营	zha ying	208
扎萨	za sa	15
扎萨克	za sa ke	315
扎诺	zha nuo	510
扎针	zha zhen	281
扎铁	zha tie	260
扑	pu	2996
扑倒	pu dao	693
扑克	pu ke	1012
扑哧	pu chi	76
扑噜	pu lu	2
扑打	pu da	5
扑救	pu jiu	438
扑朔迷离	pu shuo mi li	89
扑棱	pu leng	66
扑满	pu man	16
扑灭	pu mie	360
扑空	pu kong	49
扑簌	pu su	5
扑粉	pu fen	7
扑腾	pu teng	187
扑街	pu jie	630
扑通	pu tong	582
扑闪	pu shan	25
扑面	pu mian	519
扑鼻	pu bi	131
扒	ba	2508
扒	pa	125
扒手	pa shou	105
扒拉	ba la	279
扒皮	ba pi	237
扒窃	pa qie	18
扒车	ba che	1
扒车	pa che	4
扒鸡	ba ji	1
扒鸡	pa ji	1
打	da	198906
打下	da xia	577
打下手	da xia shou	214
打不住	da bu zhu	33
打中	da zhong	54
打主意	da zhu yi	15
打乱	da luan	648
打交道	da jiao dao	519
打从	da cong	47
打仗	da zhang	900
打伙儿	da huo er	14
打伞	da san	1015
打住	da zhu	404
打保票	da bao piao	13
打倒	da dao	1033
打假	da jia	355
打先锋	da xian feng	5
打光棍儿	da guang gun er	2
打入冷宫	da ru leng gong	290
打内战	da nei zhan	12
打冷战	da leng zhan	13
打击	da ji	10878
打击乐	da ji le	19
打击乐	da ji yue	152
打击乐器	da ji yue qi	299
打击报复	da ji bao fu	117
打制	da zhi	60
打前站	da qian zhan	9
打动	da dong	1153
打劫	da jie	952
打包	da bao	6969
打包票	da bao piao	46
打卡	da ka	10202
打卡机	da ka ji	43
打卤面	da lu mian	69
打卦	da gua	8
打印	da yin	2167
打印机	da yin ji	519
打印纸	da yin zhi	17
打压	da ya	1151
打发	da fa	1589
打听	da ting	1031
打呃	da e	1
打呼	da hu	495
打呼噜	da hu lu	939
打哆嗦	da duo suo	61
打哈哈	da ha ha	42
打哈欠	da ha qian	6
打响	da xiang	355
打嗝	da ge	562
打嗝儿	da ge er	8
打嘴	da zui	24
打嘴仗	da zui zhang	31
打圆场	da yuan chang	16
打场	da chang	32
打坐	da zuo	225
打垮	da kua	72
打埋伏	da mai fu	4
打基础	da ji chu	13
打天下	da tian xia	88
打太极拳	da tai ji quan	26
打夯	da hang	4
打头	da tou	125
打头炮	da tou pao	6
打头阵	da tou zhen	52
打字	da zi	2517
打字员	da zi yuan	51
打字机	da zi ji	198
打字纸	da zi zhi	3
打完	da wan	3221
打官司	da guan si	183
打官腔	da guan qiang	7
打家劫舍	da jia jie she	12
打寒战	da han zhan	3
打小报告	da xiao bao gao	9
打小算盘	da xiao suan pan	4
打尖	da jian	18
打屁股	da pi gu	17
打岔	da cha	83
打工	da gong	5280
打工仔	da gong zai	194
打工仔	da gong zi	24
打工妹	da gong mei	45
打工族	da gong zu	17
打席	da xi	239
打底	da di	2054
打开	da kai	10380
打开方式	da kai fang shi	344
打弯	da wan	20
打总	da zong	3
打情骂俏	da qing ma qiao	232
打成一片	da cheng yi pian	150
打战	da zhan	66
打手	da shou	335
打扫	da sao	2501
打扮	da ban	3793
打扰	da rao	7224
打把式	da ba shi	2
打折	da zhe	3839
打折扣	da zhe kou	37
打抱不平	da bao bu ping	203
打拍子	da pai zi	18
打拐	da guai	14
打招呼	da zhao hu	2586
打拱	da gong	2
打拳	da quan	209
打拼	da pin	547
打挺儿	da ting er	27
打捞	da lao	731
打探	da tan	254
打掩护	da yan hu	57
打援	da yuan	29
打搅	da jiao	172
打摆子	da bai zi	40
打擂	da lei	6
打擂台	da lei tai	29
打擦边球	da ca bian qiu	3
打斗	da dou	499
打斜	da xie	5
打断	da duan	1359
打旋	da xuan	3
打旗	da qi	4
打春	da chun	3
打晃	da huang	14
打晕	da yun	346
打更	da geng	49
打杂	da za	670
打杂儿	da za er	1
打杈	da cha	9
打板子	da ban zi	8
打枪	da qiang	127
打架	da jia	4105
打柴	da chai	12
打样	da yang	75
打桩	da zhuang	59
打桩机	da zhuang ji	37
打棍子	da gun zi	3
打榜	da bang	960
打横	da heng	52
打歼灭战	da jian mie zhan	10
打比方	da bi fang	32
打气	da qi	801
打气筒	da qi tong	47
打油	da you	57
打油诗	da you shi	154
打泡	da pao	50
打波	da bo	140
打消	da xiao	380
打游击	da you ji	52
打滑	da hua	258
打滚儿	da gun er	1
打火	da huo	82
打火机	da huo ji	703
打炮	da pao	6
打点	da dian	1969
打点滴	da dian di	359
打烊	da yang	264
打照面儿	da zhao mian er	14
打爆	da bao	775
打牌	da pai	2362
打牙祭	da ya ji	41
打猎	da lie	498
打球	da qiu	8315
打理	da li	1974
打白条	da bai tiao	40
打的	da di	8121
打皱	da zhou	1
打盹	da dun	262
打盹儿	da dun er	37
打眼	da yan	94
打瞌睡	da ke shui	525
打短工	da duan gong	8
打码	da ma	1385
打破	da po	4213
打砸抢	da za qiang	29
打碎	da sui	598
打磨	da mo	429
打票	da piao	12
打私	da si	2
打秋风	da qiu feng	12
打算	da suan	31928
打算盘	da suan pan	10
打紧	da jin	121
打结	da jie	308
打群架	da qun jia	90
打翻	da fan	369
打翻身仗	da fan shen zhang	1
打老虎	da lao hu	67
打耳	da er	47
打耳洞	da er dong	1006
打胎	da tai	431
打胜	da sheng	10
打脸	da lian	2757
打草	da cao	2
打草惊蛇	da cao jing she	3
打药	da yao	113
打落水狗	da luo shui gou	40
打蔫儿	da nian er	1
打蜡	da la	131
打表	da biao	237
打诨	da hun	2
打谷场	da gu chang	1
打败	da bai	4404
打赌	da du	748
打赏	da shang	529
打赢	da ying	256
打趣	da qu	95
打躬作揖	da gong zuo yi	1
打车	da che	3001
打转	da zhuan	55
打边鼓	da bian gu	1
打进	da jin	1950
打退堂鼓	da tui tang gu	31
打通	da tong	894
打通关	da tong guan	44
打造	da zao	2987
打道回府	da dao hui fu	124
打野	da ye	906
打量	da liang	37
打针	da zhen	3548
